name,AB_IG,HT_IG,Ibk_IG,J48_IG,Jrip_IG,Log_IG,MLP_IG,NB_IG,REP_IG,RF_IG,SGD_IG,SVM_IG
mc1.arff,0.9315956,0.8219078,0.9435449,0.7891226,0.6396047,0.8960464,0.9002671,0.9106358,0.8206059,0.5,0.5,0.5
mc2.arff,0.6112119,0.7133334,0.5972727,0.6254544,0.5995453,0.7183333,0.6780303,0.7113637,0.5525757,0.580606,0.6204543,0.580606
meta.arff,0.8389228,0.5,0.7884308,0.5,0.5778102,0.845709,0.8997784,0.7975,0.5328014,0.6461392,0.7100976,0.6461392
mfeat-factors.arff,0.9973332,0.973014,0.9905693,0.9687637,0.9651528,0.9965,0.9999444,0.9726945,0.97825,0.9925,0.9925,0.9925
mfeat-karhunen.arff,0.9786945,0.98475,0.9878194,0.9115555,0.9310693,0.9907499,0.9979166,0.9847778,0.9326111,0.9763888,0.9749998,0.9763888
mfeat-morphological.arff,0.9990139,0.9932223,0.9928333,0.9932223,0.9897222,0.9998888,0.9998611,0.9864167,0.9852084,0.9925,0.9925,0.9925
mfeat-pixel.arff,0.9935971,0.98275,0.9874722,0.9746667,0.9614722,0.8514444,0.6053889,0.98275,0.9854028,0.9763889,0.9761111,0.9763889
mfeat-zernike.arff,0.9918056,0.9846668,0.9862082,0.9481807,0.9605694,0.9941805,0.9968056,0.984639,0.9575695,0.9816666,0.9838888,0.9816666
molecular-biology_promoters.arff,0.6916668,0.5041667,0.5714286,0.3541667,0.4824404,0.5970238,0.614881,0.6791668,0.5,0.5625,0.5696429,0.5625
monks-problems-1.arff,0.3735488,0.5,0.077381,0.4485595,0.4559523,0.3741168,0.4700884,0.3760778,0.4816731,0.4369252,0.4339377,0.4369252
monks-problems-2.arff,0.4134748,0.4599999,0.5595699,0.6495574,0.5654964,0.4081972,0.5081487,0.4170733,0.5206972,0.4658066,0.4810753,0.4658066
monks-problems-3.arff,0.3949428,0.4671415,0.1020834,0.4099797,0.4180982,0.3976616,0.4304918,0.388974,0.4756378,0.4964286,0.4007938,0.4964286
mozilla4.arff,0.9401222,0.9324034,0.8777353,0.9536876,0.9157727,0.886951,0.9189408,0.8297639,0.9589988,0.837732,0.8377232,0.837732
mu284.arff,0.9964286,0.9635714,0.9576192,0.9964286,1,1,1,0.9560204,0.9964286,0.9788096,0.9752382,0.9788096
mushroom.arff,0.995492,0.9976679,1,1,1,1,0.9948561,0.9980964,0.9999991,1,1,1
musk.arff,0.9999104,1,0.9967848,0.9995098,0.9995098,1,0.666129,0.9441353,1,1,1,1
newton_hema.arff,0.7653062,0.82449,0.6877551,0.8387755,0.644898,0.8469387,0.8469388,0.82449,0.8091836,0.7428571,0.7642857,0.7428571
no2.arff,0.6202615,0.5812279,0.5690641,0.5970636,0.6140218,0.6084374,0.5813972,0.5802677,0.6015354,0.5743462,0.5687372,0.5743462
nursery.arff,1,1,1,1,1,1,1,1,1,1,1,1
oil_spill.arff,0.845053,0.5,0.7088389,0.6934722,0.7102402,0.8544787,0.8727623,0.8063702,0.7803744,0.9426671,0.6910798,0.6088826
optdigits.arff,0.9746598,0.8764333,0.9903997,0.9436275,0.9469744,0.9974568,0.9954448,0.9764375,0.9601748,0.960396,0.9661644,0.960396
OVA_Breast.arff,0.9598405,0.9479659,0.9023915,0.8879287,0.9313156,0.9488968,0.5490595,0.9554646,0.9343946,0.9468592,0.9477625,0.9468592
OVA_Endometrium.arff,0.9514973,0.5,0.7299177,0.6823872,0.6401393,0.822518,0.5789868,0.8841017,0.6581421,0.6825402,0.7073678,0.6825402
OVA_Ovary.arff,0.9340193,0.5,0.6867742,0.7918644,0.8453545,0.8304778,0.6549855,0.8504059,0.8522317,0.7987311,0.7802189,0.7987311
OVA_Uterus.arff,0.9040778,0.5,0.7475253,0.6886997,0.7300415,0.8394787,0.6629745,0.8619464,0.7924873,0.7755135,0.7765407,0.7755135
page-blocks.arff,0.9551899,0.7332345,0.8801582,0.9585588,0.9299435,0.9413122,0.8799073,0.9302646,0.9648228,0.7077856,0.7950131,0.7077856
pasture.arff,0.9666667,0.9,0.7666667,0.8666666,0.8416666,0.875,0.9333334,0.9,0.7249999,0.8166667,0.8416667,0.8166667
pbc.arff,0.7769133,0.7721712,0.6033181,0.7088801,0.6722667,0.7935418,0.7566361,0.771256,0.665853,0.700286,0.7177917,0.700286
pbcseq.arff,0.7533598,0.5578516,0.7151536,0.7151639,0.7219038,0.660765,0.615242,0.7559705,0.5552087,0.6745739,0.6704818,0.6745739
pc1.arff,0.8068433,0.5,0.7416168,0.6253794,0.6161621,0.8124428,0.725252,0.7120908,0.7786801,0.4995192,0.5115338,0.4995192
pc1_req.arff,0.6365152,0.5140909,0.6466885,0.5944914,0.5592641,0.6418721,0.652803,0.5967424,0.6156819,0.5045455,0.5553897,0.5045455
pc2.arff,0.8495818,0.4808016,0.8526655,0.4994604,0.524461,0.7897826,0.8110554,0.8211128,0.5111511,0.5,0.5,0.5
pc3.arff,0.7886595,0.5,0.6430427,0.6012036,0.5356786,0.8230007,0.8006626,0.7683355,0.6700362,0.5,0.5,0.5
pc4.arff,0.9141813,0.5119485,0.715186,0.7898872,0.6985755,0.9165059,0.8746323,0.8387816,0.8972643,0.5637613,0.6486086,0.5637613
pendigits.arff,0.9896324,0.9633601,0.9962791,0.9709532,0.9776158,0.9992331,0.9990343,0.9888173,0.982482,0.9844768,0.983099,0.9844768
pharynx.arff,0.8196599,0.8400184,0.6477392,0.7860118,0.7895832,0.8259501,0.878211,0.8400184,0.5,0.8291665,0.7905221,0.8291665
plasma_retinol.arff,0.6185978,0.5228938,0.54287,0.5275891,0.5737397,0.5694718,0.5462118,0.5266935,0.5430153,0.5243381,0.5467852,0.5243381
pm10.arff,0.5784602,0.5303425,0.5676539,0.5576249,0.5503748,0.4798382,0.5053018,0.5227436,0.5306856,0.4739744,0.5105833,0.4739744
pol.arff,0.9150703,0.9245364,0.9670599,0.9860814,0.9743095,0.9407944,0.926809,0.8827353,0.9927272,0.8819447,0.8807822,0.8819447
pollen.arff,0.5057427,0.5055952,0.4887994,0.4992134,0.4996397,0.4878928,0.4869997,0.4882147,0.5069339,0.4968049,0.4857595,0.4968049
pollution.arff,0.8333334,0.8555556,0.7125,0.7666667,0.6402778,0.736111,0.875,0.8666667,0.8,0.8041666,0.8208332,0.8041666
postoperative-patient-data.arff,0.3095238,0.5,0.3952381,0.4928571,0.5,0.3531747,0.3055555,0.4420635,0.4972222,0.4845238,0.4845238,0.4845238
primary-tumor.arff,0.8828215,0.8845898,0.8093986,0.7745001,0.7437959,0.8532125,0.8725587,0.8877148,0.7700952,0.756032,0.7646088,0.756032
prnn_fglass.arff,0.7905564,0.5,0.7767857,0.7540375,0.6995437,0.7168662,0.6164737,0.7033457,0.7409636,0.5,0.4955358,0.5
prnn_synth.arff,0.9397436,0.9384616,0.8628204,0.8432691,0.8541666,0.9397436,0.9346154,0.9391025,0.8804487,0.8596153,0.8477564,0.8596153
profb.arff,0.6391195,0.5,0.4102658,0.5637555,0.5823243,0.7716315,0.740604,0.6585375,0.5223167,0.5636408,0.6951944,0.6357235
puma32H.arff,0.6565301,0.8510044,0.5583824,0.8795514,0.8984309,0.6666082,0.6710671,0.6672579,0.9292306,0.6516427,0.636419,0.6516427
puma8NH.arff,0.8285119,0.8602166,0.7369249,0.8732425,0.8457409,0.8557711,0.8557882,0.8564747,0.8754577,0.8271537,0.8217785,0.8271537
pwLinear.arff,0.9202828,0.9378384,0.8689899,0.8790151,0.9131817,0.9367879,0.9398384,0.7871314,0.8717222,0.855606,0.8651515,0.855606
pyrim.arff,0.9329167,0.8616665,0.8858332,0.8245834,0.8058333,0.94625,0.9504166,0.8783333,0.8562501,0.9049999,0.9149999,0.9049999
quake.arff,0.5082499,0.5078683,0.5123727,0.5,0.5283894,0.5277524,0.5364721,0.5183889,0.4997878,0.5,0.5,0.5
rabe_131.arff,0.9833333,1,0.8583333,0.975,0.975,0.975,1,1,0.975,0.9666666,0.9499999,0.9666666
rabe_148.arff,1,0.9777778,0.9583333,0.9583333,0.9416666,0.9888889,0.9888889,1,0.9333333,0.9416667,0.9375,0.9416667
rabe_166.arff,0.975,1,0.975,0.975,0.975,1,1,1,0.95,0.9333333,0.9333333,0.9333333
rabe_176.arff,0.5999999,0.6916666,0.5958333,0.6708335,0.6375001,0.6583334,0.7,0.6916666,0.6083334,0.6625001,0.6833333,0.6625001
rabe_265.arff,0.7777778,0.6833333,0.6999999,0.5749999,0.6916666,0.6944445,0.7333334,0.7111111,0.5666667,0.6416667,0.6749999,0.6416667
rabe_266.arff,0.9819444,0.9776984,0.960992,0.9206746,0.9472224,0.9804763,0.983254,0.9776984,0.909127,0.9495237,0.9411904,0.9495237
rabe_97.arff,0.9666667,0.95,0.925,0.9833333,0.9,1,0.9833333,0.95,0.7916666,0.8249999,0.8999999,0.8249999
rmftsa_ctoarrivals.arff,0.9173245,0.9891477,0.9420522,0.9449164,0.8804863,0.9947293,0.9885294,0.9891477,0.9724849,0.93129,0.9377105,0.93129
rmftsa_ladata.arff,0.9292362,0.8620364,0.8528934,0.8681292,0.9024445,0.9576728,0.9495772,0.9196807,0.9037229,0.8599169,0.8886134,0.8599169
rmftsa_sleepdata.arff,0.7670207,0.7662054,0.7676084,0.7861757,0.7419691,0.7794907,0.773889,0.7659907,0.7853621,0.6871547,0.6890211,0.6871547
scene.arff,0.87516,0.5,0.915657,0.9771736,0.8587858,0.9487653,0.9841818,0.8439374,0.9563697,0.9698729,0.9578782,0.9698729
schizo.arff,0.634918,0.5938257,0.6088847,0.8884515,0.8633085,0.619865,0.6414227,0.5920931,0.8401118,0.5886437,0.6184843,0.5886437
schlvote.arff,0.7166667,0.4833334,0.4833333,0.7,0.6583333,0.9,0.8,0.4333332,0.5583333,0.5,0.55,0.5
segment.arff,0.9988292,0.5,0.9946129,0.9816728,0.982063,0.9999847,0.9991124,0.986838,0.9868534,0.9904039,0.9921716,0.9904039
sensory.arff,0.6474167,0.6482564,0.6429442,0.72769,0.6745826,0.6526818,0.6323512,0.6482564,0.7054308,0.6185291,0.6103962,0.6185291
servo.arff,0.9567309,0.9576924,0.9772435,0.953846,0.953846,0.9766025,0.9891025,0.9576924,0.9570512,0.9102563,0.9179486,0.9102563
shuttle-landing-control.arff,0.05,0.1,0,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.05
sick.arff,0.9791884,0.5340661,0.8087413,0.9494568,0.9534361,0.9422427,0.9429498,0.9252424,0.969867,0.5,0.7616444,0.5
sleep.arff,0.7041667,0.8097222,0.6958333,0.7541666,0.725,0.6736112,0.6833334,0.8097222,0.7555556,0.6375001,0.6791666,0.6375001
sleuth_case1102.arff,0.3375,0.5,0.375,0.45,0.4,0.55,0.475,0.2,0.525,0.4,0.375,0.4
sleuth_case1201.arff,0.9416667,0.9833333,0.8833333,0.8833333,0.875,0.8666666,1,0.9833333,0.675,0.925,0.925,0.925
sleuth_case1202.arff,0.8504166,0.8813888,0.8108334,0.8745834,0.8725001,0.9130556,0.8858334,0.8855555,0.8691667,0.7950001,0.8158335,0.7950001
sleuth_case2002.arff,0.7381801,0.7132653,0.5636053,0.6738945,0.7083332,0.7242772,0.6862669,0.7096939,0.719175,0.6544642,0.6452381,0.6544642
sleuth_ex1221.arff,0.8916667,0.7083333,0.85,0.8416666,0.7666666,0.875,0.9416666,0.7083333,0.5,0.8916666,0.8916666,0.8916666
sleuth_ex1605.arff,0.8375,0.8055557,0.7624997,0.7388888,0.7513889,0.8972223,0.888889,0.7944446,0.8124999,0.7541665,0.8041665,0.7541665
sleuth_ex1714.arff,0.9333334,0.9333333,0.8166667,0.8916667,0.8333333,0.8333333,0.8916667,0.9333333,0.7749999,0.775,0.75,0.775
sleuth_ex2015.arff,0.6611112,0.788889,0.5666666,0.5912187,0.6833333,0.8000002,0.777778,0.8000001,0.611111,0.6444446,0.7166667,0.7833331
sleuth_ex2016.arff,0.7266667,0.7744445,0.7725,0.6000001,0.7141667,0.8316667,0.8172222,0.79,0.6616666,0.8005555,0.7208333,0.7291667
socmob.arff,0.9609077,0.9201728,0.9325222,0.9044315,0.9231359,0.9878341,0.9390794,0.9767299,0.9255726,0.8501197,0.8814957,0.8501197
solar-flare.arff,0.4345766,0.35,0.4543851,0.35,0.3483871,0.3599799,0.4188509,0.6164315,0.35,0.35,0.3936492,0.35
sonar.arff,0.8610017,0.8099833,0.8638129,0.7471801,0.7684005,0.7612627,0.8235016,0.7999832,0.7496296,0.758131,0.791212,0.758131
space_ga.arff,0.8169965,0.7544314,0.791337,0.8297798,0.8197668,0.904343,0.9015667,0.8096541,0.8515403,0.7922276,0.824986,0.7922276
spambase.arff,0.958921,0.795122,0.9079356,0.9357297,0.9311928,0.9714396,0.9610572,0.9365413,0.960457,0.8915608,0.9144852,0.8915608
SPECT.arff,0.7558522,0.7558712,0.7067424,0.6835416,0.7105492,0.7461364,0.7413825,0.7558712,0.7117235,0.6907576,0.6911742,0.6907576
SPECTF.arff,0.874518,0.7489094,0.8146787,0.8027652,0.7970376,0.8899077,0.9272034,0.8714289,0.8466188,0.971388,0.7406837,0.7687607
spectrometer.arff,0.9874866,0.5,0.7664893,0.8188256,0.8542377,0.930715,0.7832565,0.9135948,0.5,0.8464362,0.8543086,0.8464362
splice.arff,0.9721916,0.9708333,0.8492001,0.8940506,0.9683483,0.975968,0.8609872,0.9753367,0.5071685,0.9358317,0.9386455,0.9358317
sponge.arff,0.5285714,0.35,0.3000001,0.9484831,0.35,0.5571429,0.5285714,0.4285714,0.3,0.4,0.4,0.4
squash-stored.arff,0.8583334,0.8499999,0.7999999,0.4,0.7666666,0.6777779,0.8555555,0.8666666,0.4833333,0.7083332,0.7166666,0.7083332
squash-unstored.arff,0.7666666,0.7777778,0.6749999,0.6833333,0.7916665,0.5777779,0.8444445,0.7777778,0.5944445,0.6583333,0.6416666,0.6583333
stock.arff,0.9728543,0.8328172,0.9631591,0.6722222,0.9594397,0.9314702,0.8805083,0.8329059,0.9758471,0.8400016,0.8572809,0.8400016
strikes.arff,0.9423598,0.683575,0.9664315,0.9705945,0.9956816,0.7162331,0.7440328,0.673257,0.9858921,0.6234879,0.6477318,0.6234879
sylva_agnostic.arff,0.9950243,0.9756957,0.906567,0.9969661,0.9730713,0.9971455,0.9972461,0.996771,0.9858626,0.9837445,0.9745564,0.9837445
sylva_prior.arff,0.9948615,0.9695699,0.9617196,0.9601758,0.975216,0.9990703,0.9973734,0.9968315,0.9894835,0.9887155,0.9876287,0.9887155
tae.arff,0.5987037,0.6057778,0.7195186,0.9670673,0.6150926,0.6911481,0.6307407,0.6697778,0.5900556,0.829926,0.5611111,0.5611111
tecator.arff,0.9733341,0.7384892,0.8932418,0.6441296,0.9209689,0.9788263,0.9878721,0.7377749,0.9046453,0.9687138,0.933931,0.9277772
thyroid_sick.arff,0.9791884,0.5340661,0.8087413,0.9288487,0.9534361,0.9422427,0.9429498,0.9252424,0.969867,0.9971179,0.7616444,0.5
tic-tac-toe.arff,0.7984176,0.7469239,0.9999511,0.9494568,0.9756789,0.996928,0.9797308,0.7469239,0.8808686,0.9980618,0.9758466,0.9758466
transplant.arff,1,0.9977778,0.9844444,0.8983768,0.99,1,1,0.9977778,0.9944444,1,1,0.96
triazines.arff,0.7365829,0.5819805,0.7200812,0.9944444,0.7320535,0.7687338,0.8091072,0.7947566,0.7029546,0.8673376,0.7272564,0.7341556
tumors_C.arff,0.5986111,0.4875,0.5458333,0.820065,0.6375,0.6805556,0.4868056,0.55625,0.5125,0.6291667,0.6,0.6291667
vehicle.arff,0.9636461,0.8632509,0.9542056,0.5020833,0.8812256,0.9912695,0.9890729,0.8561786,0.9568734,0.99855,0.9283164,0.9007447
vehicle_sensIT.arff,0.8824698,0.8398717,0.7386986,0.9632924,0.9624785,0.9145299,0.9123946,0.839723,0.9189337,0.9007447,0.8531695,0.8519205
veteran.arff,0.7195834,0.6477777,0.6183333,0.6506944,0.5977777,0.7219444,0.6961111,0.7230556,0.6431945,0.717639,0.6344443,0.6136111
vineyard.arff,0.8638889,0.8611112,0.7333332,0.7999999,0.8249999,0.8500001,0.8277778,0.8777779,0.7833333,0.8777777,0.8416665,0.8416665
vinnie.arff,0.9080437,0.8826562,0.8980675,0.8467543,0.8467543,0.9313417,0.9335622,0.934114,0.8726816,0.9077724,0.8416227,0.8281577
visualizing_environmental.arff,0.7783333,0.7194445,0.59,0.7333334,0.7033334,0.7677779,0.77,0.7227778,0.7466668,0.7113889,0.7316667,0.7166667
visualizing_ethanol.arff,0.535625,0.535,0.44,0.485,0.464375,0.555,0.5725,0.53625,0.51875,0.56125,0.5125,0.5225
visualizing_galaxy.arff,0.987118,0.9930625,0.9382352,0.9631747,0.9396787,0.9965749,0.995803,0.9938251,0.946143,0.9864247,0.96317,0.923011
visualizing_hamster.arff,0.7281249,0.4875,0.5875001,0.5416667,0.6479167,0.6208334,0.5333332,0.5041666,0.6552083,0.7520833,0.5166667,0.5
visualizing_livestock.arff,0.8668182,0.8966667,0.8630303,0.8057575,0.831818,0.8074242,0.8415151,0.8966667,0.5524242,0.7934846,0.8372725,0.7934846
visualizing_slope.arff,0.95,0.9333333,0.8833333,0.8749999,0.8166666,1,0.9833333,0.9333333,0.8999999,1,0.9583333,0.8083333
vote.arff,0.9906946,0.96524,0.9652694,0.9796364,0.9611325,0.9833772,0.9886857,0.9705873,0.970186,0.9917808,0.9669567,0.9604957
water-treatment.arff,0.9980555,0.8481946,0.5334722,0.9930556,0.98125,0.5775884,0.5332292,0.7291983,0.5,0.6314582,0.514255,0.5245328
waveform-5000.arff,0.9068288,0.8956534,0.7799943,0.7937195,0.848329,0.9285092,0.9229297,0.9388884,0.8941035,0.9607981,0.8426188,0.8530003
webdata_wXa.arff,0.8610562,0.6022544,0.7563866,0.6723326,0.733182,0.8912082,0.876199,0.8777162,0.8655918,0.8297881,0.7592851,0.7423963
white-clover.arff,0.7597223,0.8000001,0.6458333,0.6854167,0.5986112,0.8611111,0.9055556,0.8125001,0.5916666,0.8541667,0.7875,0.75
wind.arff,0.9151937,0.8570528,0.8136493,0.8485053,0.870001,0.9348861,0.9327846,0.8899474,0.8996326,0.9397552,0.8502778,0.8522615
wind_correlations.arff,0.9583333,0.9083333,0.8333333,0.8916666,0.9166666,0.9666666,0.9833333,0.9333333,0.9,0.9833333,0.8833333,0.8833333
wisconsin.arff,0.5063131,0.6313132,0.560303,0.4985354,0.5438383,0.6217172,0.6214142,0.6116163,0.509899,0.6095959,0.5441919,0.6095959
witmer_census_1980.arff,0.7583332,0.7333334,0.6499999,0.6083332,0.6583333,0.7999999,0.8166666,0.7333333,0.5,0.7666667,0.7499999,0.7666665
yeast_ml8.arff,0.8613078,0.5,0.5312026,0.7895756,0.4995816,0.5755299,0.8890833,0.8092,0.5828781,0.8017107,0.526018,0.5
zoo.arff,1,1,1,1,1,1,1,1,1,1,1,1
