name,AB_CBF,HT_CBF,Ibk_CBF,J48_CBF,Jrip_CBF,Log_CBF,MLP_CBF,NB_CBF,REP_CBF,RF_CBF,SGD_CBF,SVM_CBF
fruitfly.arff,0.4479018,0.5,0.4958928,0.52125,0.5103571,0.5787499,0.5377679,0.4019643,0.5114285,0.4908036,0.49375,0.5
gina_agnostic.arff,0.8789031,0.8208624,0.8246928,0.8616757,0.9084117,0.8030223,0.8881768,0.8246699,0.905699,0.9802942,0.803397,0.8372851
gina_prior.arff,0.875223,0.8421367,0.9625666,0.8709893,0.9141096,0.8847998,0.8977679,0.8327513,0.9051642,0.9862764,0.8455189,0.8614875
glass.arff,0.8072018,0.5,0.76614,0.7362049,0.7159341,0.7091542,0.6165523,0.7202512,0.6730181,0.8946526,0.5017857,0.5026786
haberman.arff,0.6787715,0.6133153,0.5766896,0.5679801,0.647398,0.6697794,0.6400337,0.6734191,0.5584678,0.6605744,0.5169961,0.5016304
hayes-roth.arff,0.8430556,0.7198611,0.8638195,0.7796527,0.7814583,0.7840278,0.8031944,0.7973611,0.7613194,0.8975,0.7658333,0.6461111
heart-c.arff,0.8895361,0.9059409,0.7596739,0.7752484,0.8292342,0.9086074,0.9065762,0.9044906,0.8254727,0.9004383,0.8343163,0.8331365
heart-statlog.arff,0.886389,0.906111,0.75,0.7494445,0.8091666,0.9111111,0.8855556,0.9005557,0.7955556,0.8983335,0.8266668,0.8366668
hepatitis.arff,0.8777512,0.7980769,0.663782,0.6965544,0.5738781,0.8092414,0.7790065,0.859188,0.5458333,0.8690706,0.7432694,0.7512822
hip.arff,0.8555556,0.8222223,0.5416667,0.6583333,0.6166667,0.8666667,0.8944445,0.8333334,0.5388889,0.8666667,0.8416666,0.8
house_16H.arff,0.8937907,0.8268753,0.779805,0.8528048,0.8393266,0.8863311,0.8893365,0.8455615,0.9029349,0.9522286,0.7734401,0.7602182
house_8L.arff,0.915095,0.8507378,0.7716583,0.8982025,0.8441459,0.8867198,0.8880276,0.8676821,0.9117987,0.9466904,0.7799774,0.7607416
houses.arff,0.9963474,0.9929833,0.9694227,0.9921027,0.9857621,0.9949164,0.9926133,0.991994,0.995679,0.9989168,0.961532,0.9606006
housing.arff,0.9186544,0.8469021,0.8315066,0.8656808,0.8807962,0.9353887,0.9291678,0.8671401,0.8795653,0.9474803,0.8556689,0.8524014
humandevel.arff,0.9511904,0.9547618,0.8928571,0.8928572,0.8773811,0.9547618,0.9547618,0.9547618,0.5,0.9559523,0.875,0.875
hungarian.arff,0.8915392,0.8991069,0.74874,0.7658213,0.7655369,0.9097076,0.9040617,0.8990377,0.8294472,0.8864088,0.8057576,0.7966266
hutsof99_child_witness.arff,0.8166667,0.8,0.6916666,0.7208333,0.7333333,0.8916667,0.8,0.8,0.5083333,0.8166667,0.7166666,0.6583333
hutsof99_logis.arff,0.7749999,0.8416666,0.6708333,0.6375,0.5833333,0.7666666,0.7499999,0.8416666,0.6291667,0.7708333,0.6458332,0.6999999
hypothyroid.arff,0.9941382,0.9886055,0.6761353,0.9892537,0.9844076,0.9730831,0.9147024,0.9193266,0.9893132,0.9989745,0.6793391,0.5750864
ionosphere.arff,0.9526274,0.9374099,0.8231581,0.8907519,0.8714426,0.8710955,0.8401692,0.9370323,0.898135,0.979848,0.8438915,0.8541604
iris.arff,1,1,1,0.99,1,1,1,1,1,1,1,1
irish.arff,1,1,1,1,1,1,1,1,1,1,0.574,1
jEdit_4.0_4.2.arff,0.7968407,0.7277865,0.6881083,0.7331043,0.7625589,0.8089482,0.7876766,0.7283164,0.8058279,0.8231947,0.7153847,0.6722527
jEdit_4.2_4.3.arff,0.5829355,0.6391352,0.6639899,0.6042185,0.6368085,0.6740177,0.6640537,0.6631549,0.6903007,0.7547746,0.6269905,0.6335328
jm1.arff,0.7104264,0.5412486,0.6382877,0.6544426,0.5636753,0.7137139,0.7022513,0.6903927,0.7081234,0.7573522,0.5039932,0.5021395
kc1.arff,0.7827487,0.5,0.7351205,0.6807855,0.6120128,0.7979179,0.796595,0.7921514,0.7546415,0.8260372,0.5391182,0.5180212
kc1-binary.arff,0.7482638,0.8077546,0.7092593,0.7355325,0.7530093,0.7236111,0.8219907,0.8006946,0.7466435,0.8148148,0.7798611,0.7965277
kc1-top5.arff,0.6478022,0.4,0.5604395,0.5236264,0.4925824,0.5928572,0.7412088,0.7170328,0.4107143,0.7063186,0.5423076,0.4461538
kc3.arff,0.7801262,0.5,0.7363356,0.5172473,0.5528789,0.7846603,0.7822444,0.8207927,0.5419512,0.854653,0.5314286,0.510119
kdd_el_nino-small.arff,0.9428836,0.9495832,0.851823,0.9598598,0.9495489,0.9844856,0.9735482,0.9800286,0.9755571,0.993667,0.9481165,0.915623
kdd_internet_usage.arff,0.9354545,0.9164491,0.821995,0.9294703,0.8544313,0.9297313,0.8369083,0.9204861,0.9218775,0.938927,0.8445914,0.8611666
kdd_ipums_la_97-small.arff,0.9895453,0.7712981,0.9340805,0.9698314,0.9707996,0.9842115,0.7340357,0.9494391,0.9711583,0.9800773,0.9675424,0.9802132
kdd_ipums_la_98-small.arff,1,1,0.911712,0.9941735,0.9802797,0.9813259,1,0.3966274,0.9902877,0.9968627,0.9861146,0.9955186
kdd_synthetic_control.arff,1,1,1,0.9835,0.972,1,1,1,0.5,1,1,1
kidney.arff,0.8510417,0.775,0.7125,0.7916667,0.6552083,0.7645833,0.6687499,0.7833333,0.6770833,0.8385416,0.7375,0.5333333
kin8nm.arff,0.799049,0.7956665,0.810803,0.8179249,0.8095228,0.8143219,0.8085197,0.819402,0.8382166,0.9347007,0.7309677,0.7353175
kr-vs-kp.arff,0.9549688,0.9835166,0.9894608,0.9987706,0.9943185,0.995843,0.9867983,0.952024,0.9979035,0.9992503,0.9700972,0.9562005
labor.arff,0.9125,0.8791667,0.825,0.7333333,0.7458333,0.975,0.9125,0.9875,0.70625,0.9458333,0.9,0.875
letter.arff,0.9559368,0.9310131,0.9903136,0.9786213,0.95716,0.966118,0.9276408,0.9430128,0.9873656,0.9998076,0.7405056,0.654247
leukemia.arff,0.9733334,0.99,0.8299999,0.8491667,0.8716666,0.98,0.95,0.9733333,0.87,0.9958333,0.91,0.9833333
lowbwt.arff,0.8498148,0.8706172,0.7483333,0.8266667,0.8366666,0.8518518,0.871111,0.8661727,0.834506,0.8866666,0.8038888,0.8138888
lung-cancer.arff,0.675,0.65,0.4,0.6833333,0.65,0.675,0.55,0.75,0.6833333,0.7166667,0.45,0.5
lupus.arff,0.7730556,0.7911111,0.6725001,0.7158333,0.7066666,0.8383333,0.8522222,0.8044444,0.7425,0.7377777,0.73,0.74
lymph.arff,0.9093254,0.8943452,0.8354002,0.8483962,0.7820932,0.8517856,0.897123,0.9069114,0.8019842,0.9378307,0.8280753,0.8741071
lymphoma_2classes.arff,0.9333333,0.9458333,0.7333332,0.8083334,0.7416666,0.9583333,1,0.9458333,0.7583333,0.9833333,0.825,0.9666667
machine_cpu.arff,0.9793056,0.9653334,0.9198889,0.91125,0.9134582,0.9688056,0.9776945,0.9676945,0.9123471,0.9792361,0.9135417,0.8633334
MagicTelescope.arff,0.9999253,0.9998427,0.9810145,0.9999594,0.9999253,0.9999997,0.9999992,0.985029,0.9999253,1,0.9956501,0.9913435
mammography.arff,0.9204147,0.8571849,0.7494915,0.8398134,0.7999442,0.9183741,0.9196282,0.9186955,0.8591951,0.9419382,0.6510533,0.5614471
mbagrade.arff,0.6722223,0.7444445,0.6333331,0.5694445,0.6125,0.7458334,0.7458334,0.7611112,0.5381944,0.6569445,0.5916668,0.6333335
mc1.arff,0.9315956,0.8297326,0.9435449,0.7891226,0.6313421,0.8960464,0.9000694,0.9106358,0.7840435,0.9393283,0.5,0.5
mc2.arff,0.6148483,0.7133334,0.5972727,0.6254544,0.585606,0.7183333,0.6787879,0.7113637,0.5865908,0.7084848,0.6204543,0.5851515
meta.arff,0.8389228,0.5,0.7884308,0.5,0.6253279,0.845709,0.8939272,0.7975,0.6249025,0.9189981,0.7100976,0.6461392
mfeat-factors.arff,0.9973332,0.9730001,0.9905693,0.9690554,0.9672499,0.9965,0.9999166,0.972639,0.9707222,0.9987222,0.9925,0.9925
mfeat-karhunen.arff,0.9786945,0.98475,0.9878194,0.9141805,0.9237223,0.9907499,0.9978334,0.9847778,0.9372361,0.9984028,0.9749998,0.9763888
mfeat-morphological.arff,0.9990139,0.9932223,0.9928333,0.9932223,0.9897222,0.9998888,0.9998611,0.9864167,0.9881112,0.9972361,0.9925,0.9925
mfeat-pixel.arff,0.9935971,0.98275,0.9874722,0.9735417,0.95675,0.8514722,0.7171527,0.98275,0.9863195,0.9991111,0.9761111,0.9763889
mfeat-zernike.arff,0.9918056,0.9846668,0.9862082,0.9481807,0.9567916,0.9941805,0.9966667,0.984639,0.9575695,0.9973056,0.9838888,0.9813888
molecular-biology_promoters.arff,0.6916668,0.5041667,0.5714286,0.3803571,0.4586309,0.5970238,0.617857,0.6791668,0.5,0.6107143,0.5696429,0.5625
monks-problems-1.arff,0.3735488,0.5,0.077381,0.4485595,0.4654055,0.3741168,0.4641906,0.3760778,0.4816731,0.074842,0.4339377,0.4735223
monks-problems-2.arff,0.4134748,0.4599999,0.5595699,0.6495574,0.5603422,0.4081972,0.5090932,0.4170733,0.5161972,0.5130251,0.4810753,0.4873118
monks-problems-3.arff,0.3949428,0.4671415,0.1020834,0.4099797,0.4611111,0.3976616,0.4232166,0.388974,0.4756378,0.0995371,0.4007938,0.4600529
mozilla4.arff,0.9401222,0.9324034,0.8777353,0.9536611,0.9149638,0.886951,0.9189408,0.8297639,0.9584286,0.9838821,0.8377232,0.83788
mu284.arff,0.9964286,0.9635714,0.9576192,0.9964286,1,1,1,0.9560204,0.9964286,1,0.9752382,0.9788096
mushroom.arff,0.995492,0.9976679,1,1,1,1,0.9954417,0.9980964,0.9999991,1,1,1
musk.arff,0.9999104,1,0.9967848,0.9995098,0.9995098,1,0.6426384,0.9441353,0.9995098,1,1,1
newton_hema.arff,0.7653062,0.82449,0.6877551,0.8285714,0.6867346,0.8469387,0.8469388,0.82449,0.7979592,0.8438775,0.7642857,0.7428571
no2.arff,0.6202615,0.5812279,0.5690641,0.5970636,0.6220956,0.6084374,0.5813972,0.5802677,0.5972153,0.7076473,0.5687372,0.5743462
nursery.arff,1,1,1,1,1,1,1,1,1,1,1,1
oil_spill.arff,0.845053,0.5,0.7088389,0.5940512,0.7178714,0.8544787,0.8343166,0.8063702,0.7803744,0.9423704,0.6910798,0.6088826
optdigits.arff,0.9746598,0.8764316,0.9903997,0.9418981,0.9547954,0.9974568,0.9940353,0.9764375,0.9571945,0.9992037,0.9661644,0.960396
OVA_Breast.arff,0.9598405,0.9519318,0.9023915,0.8857296,0.9405438,0.9505603,0.6639366,0.9521219,0.9340512,0.9786722,0.9477625,0.9468592
OVA_Endometrium.arff,0.9514973,0.5,0.7299177,0.6992703,0.7325805,0.8297303,0.6799227,0.8604546,0.6906924,0.9506751,0.7073678,0.6825402
OVA_Ovary.arff,0.9340193,0.5281287,0.6867742,0.7947308,0.8611521,0.8258279,0.6880183,0.8415314,0.8654539,0.9491196,0.7802189,0.7987311
OVA_Uterus.arff,0.9040778,0.5,0.7475253,0.6825542,0.7618819,0.8335087,0.7085881,0.8575457,0.7762414,0.9380445,0.7765407,0.7755135
page-blocks.arff,0.9551899,0.7332345,0.8801582,0.9554385,0.9319972,0.9413122,0.8799293,0.9302646,0.9696638,0.9914198,0.7950131,0.7076838
pasture.arff,0.9666667,0.9,0.7666667,0.8666666,0.7666666,0.875,0.9333334,0.9,0.6916666,1,0.8416667,0.8166667
pbc.arff,0.7769133,0.7721712,0.6033181,0.7097954,0.6808735,0.7935418,0.7659037,0.771256,0.665853,0.7664123,0.7177917,0.6976545
pbcseq.arff,0.7533598,0.554851,0.7151536,0.7156522,0.7291761,0.6615319,0.6451537,0.7559705,0.5567645,0.7496701,0.6704818,0.6740585
pc1.arff,0.8068433,0.5,0.7416168,0.637758,0.5925285,0.8124428,0.7251307,0.7120908,0.768218,0.8728962,0.5115338,0.4995192
pc1_req.arff,0.6365152,0.5140909,0.6466885,0.5944914,0.5605197,0.6418721,0.6532359,0.5967424,0.6156819,0.6513745,0.5553897,0.5045455
pc2.arff,0.8495818,0.5034702,0.8526655,0.4994604,0.5827046,0.7897826,0.8156046,0.8211128,0.5111511,0.781455,0.5,0.5
pc3.arff,0.7886595,0.5,0.6430428,0.6008113,0.5488663,0.8230007,0.8019123,0.7683355,0.6659079,0.8466308,0.5,0.5
pc4.arff,0.9141813,0.5119485,0.715186,0.7838541,0.6997165,0.9165059,0.8722884,0.838022,0.8868694,0.946077,0.6486086,0.566539
pendigits.arff,0.9896324,0.9644917,0.9962786,0.9709532,0.9804677,0.9992331,0.9989836,0.9888173,0.9825258,0.9997541,0.983099,0.9844768
pharynx.arff,0.8196599,0.8400184,0.6477392,0.7860118,0.7782737,0.8259501,0.8684466,0.8400184,0.5,0.8010187,0.7905221,0.8291665
plasma_retinol.arff,0.6185978,0.5228938,0.54287,0.5238225,0.5535489,0.5694718,0.5462118,0.5266935,0.540207,0.5581671,0.5467852,0.5243381
pm10.arff,0.5784602,0.5303425,0.5676539,0.5576249,0.558983,0.4798382,0.5036993,0.5227436,0.5349322,0.6527583,0.5105833,0.5074488
pol.arff,0.9150703,0.9245364,0.9670624,0.985908,0.9738586,0.9407944,0.9265877,0.8827353,0.9926884,0.9990839,0.8807822,0.8818945
pollen.arff,0.5057427,0.5055952,0.4887994,0.4992134,0.4990074,0.4878928,0.4862818,0.4882147,0.5039137,0.4913239,0.4857595,0.4899881
pollution.arff,0.8333334,0.8555556,0.7125,0.7888889,0.7694444,0.736111,0.8527778,0.8666667,0.8055556,0.9,0.8208332,0.8041666
postoperative-patient-data.arff,0.3095238,0.5,0.3952381,0.4928571,0.4928571,0.3531747,0.3055555,0.4420635,0.4972222,0.4492064,0.4845238,0.4845238
primary-tumor.arff,0.8828215,0.8845898,0.8093986,0.7745001,0.7522299,0.8532125,0.8832253,0.8877148,0.7720952,0.8738397,0.7646088,0.754032
prnn_fglass.arff,0.7905564,0.5,0.7767857,0.7773106,0.7357928,0.7168662,0.6164737,0.7033457,0.7346694,0.8987588,0.4955358,0.5
prnn_synth.arff,0.9397436,0.9384616,0.8628204,0.8432691,0.8541666,0.9397436,0.9346154,0.9391025,0.8804487,0.9105771,0.8477564,0.8596153
profb.arff,0.6391195,0.5,0.4102658,0.5661946,0.5835672,0.7716315,0.734047,0.6585375,0.5223167,0.5723188,0.6951944,0.6358476
puma32H.arff,0.6565301,0.8510044,0.5583824,0.8782479,0.9040321,0.6666082,0.6710918,0.6672579,0.9288276,0.9483811,0.636419,0.6516406
puma8NH.arff,0.8285119,0.8602166,0.7369249,0.8736441,0.8511218,0.8557711,0.8557882,0.8564747,0.8741844,0.9079914,0.8217785,0.8270324
pwLinear.arff,0.9202828,0.9378384,0.8689899,0.8790151,0.8956919,0.9367879,0.9398384,0.7871314,0.8737222,0.9483434,0.8651515,0.855606
pyrim.arff,0.9329167,0.8616665,0.8858332,0.8245834,0.8108333,0.94625,0.9504166,0.8783333,0.8937501,0.9554167,0.9149999,0.9049999
quake.arff,0.5082499,0.5078683,0.5123727,0.5,0.532807,0.5277524,0.5364721,0.5183889,0.5015301,0.5148322,0.5,0.5
rabe_131.arff,0.9833333,1,0.8583333,0.975,0.975,0.975,1,1,0.975,1,0.9499999,0.9666666
rabe_148.arff,1,0.9777778,0.9583333,0.9583333,0.9333333,0.9888889,0.9888889,1,0.9333333,0.9888889,0.9375,0.9416667
rabe_166.arff,0.975,1,0.975,0.975,0.975,1,1,1,0.95,1,0.9333333,0.9333333
rabe_176.arff,0.5999999,0.6916666,0.5958333,0.6708335,0.6500001,0.6583334,0.7,0.6916666,0.6083334,0.6041666,0.6833333,0.6625001
rabe_265.arff,0.7777778,0.6833333,0.6999999,0.5749999,0.6833333,0.6944445,0.7666667,0.7111111,0.5666667,0.8,0.6749999,0.6666667
rabe_266.arff,0.9819444,0.9776984,0.960992,0.9206746,0.9472224,0.9804763,0.983254,0.9776984,0.909127,0.9944444,0.9411904,0.9495237
rabe_97.arff,0.9666667,0.95,0.925,0.9833333,0.9,1,0.9833333,0.95,0.7916666,1,0.8999999,0.8249999
rmftsa_ctoarrivals.arff,0.9173245,0.9891477,0.9420522,0.9449164,0.9093147,0.9947293,0.9891945,0.9891477,0.9724849,0.9900401,0.9377105,0.93129
rmftsa_ladata.arff,0.9292362,0.8620364,0.8528934,0.8681292,0.9049309,0.9576728,0.9495772,0.9196807,0.9033982,0.957774,0.8886134,0.8621896
rmftsa_sleepdata.arff,0.7670207,0.7662054,0.7676084,0.7861757,0.7419691,0.7794907,0.773889,0.7659907,0.7853621,0.7794544,0.6890211,0.6871547
scene.arff,0.87516,0.5,0.915657,0.978321,0.8624083,0.9487653,0.9826852,0.8439374,0.9563697,0.9553476,0.9578782,0.9698729
schizo.arff,0.634918,0.5938257,0.6088847,0.8865592,0.8202869,0.619865,0.6417699,0.5920931,0.8420215,0.8657535,0.6184843,0.5886437
schlvote.arff,0.7166667,0.4833334,0.4833333,0.7,0.6583333,0.9,0.8,0.4333332,0.5583333,0.7500001,0.55,0.5
segment.arff,0.9988292,0.5,0.9946129,0.9789409,0.980831,0.9999847,0.9990971,0.986838,0.9868534,0.9998852,0.9921716,0.9888888
sensory.arff,0.6474167,0.6482564,0.6429442,0.72769,0.7052711,0.6526818,0.6452911,0.6482564,0.7047568,0.726735,0.6103962,0.6185291
servo.arff,0.9567309,0.9576924,0.9772435,0.953846,0.953846,0.9766025,0.9891025,0.9576924,0.9570512,0.9852564,0.9179486,0.9102563
shuttle-landing-control.arff,0.05,0.1,0,0.05,0.05,0.05,0.1,0.1,0.05,0.05,0.05,0.05
sick.arff,0.9791884,0.5340661,0.8087413,0.9494568,0.9199599,0.9422427,0.9443748,0.9252424,0.969867,0.9973047,0.7616444,0.4998588
sleep.arff,0.7041667,0.8097222,0.6958333,0.7541666,0.7027777,0.6736112,0.6833334,0.8097222,0.7555556,0.7069445,0.6791666,0.6541668
sleuth_case1102.arff,0.35,0.5,0.375,0.45,0.375,0.55,0.475,0.2,0.525,0.275,0.375,0.375
sleuth_case1201.arff,0.9416667,0.9833333,0.8833333,0.8833333,0.8583333,0.8666666,1,0.9833333,0.675,1,0.925,0.925
sleuth_case1202.arff,0.8504166,0.8813888,0.8108334,0.8745834,0.8725001,0.9130556,0.8858334,0.8855555,0.8691667,0.841111,0.8158335,0.7950001
sleuth_case2002.arff,0.7381801,0.7132653,0.5636053,0.6738945,0.7208332,0.7242772,0.6862669,0.7096939,0.7218536,0.6804847,0.6452381,0.6544642
sleuth_ex1221.arff,0.8916667,0.7083333,0.85,0.8416666,0.7583333,0.875,0.9416666,0.7083333,0.5,0.8833333,0.8916666,0.8916666
sleuth_ex1605.arff,0.8375,0.8055557,0.7624997,0.7388888,0.7347222,0.8972223,0.888889,0.7944446,0.8124999,0.8194446,0.8041665,0.7541665
sleuth_ex1714.arff,0.9333334,0.9333333,0.8166667,0.8916667,0.8583333,0.8333333,0.8916667,0.9333333,0.7999999,0.9416666,0.75,0.775
sleuth_ex2015.arff,0.6611112,0.788889,0.5666666,0.6333334,0.6666665,0.8000002,0.8222223,0.8000001,0.611111,0.638889,0.7166667,0.7833331
sleuth_ex2016.arff,0.7266667,0.7744445,0.7725,0.6072222,0.7083333,0.8316667,0.83,0.79,0.6741666,0.8,0.7208333,0.7291667
socmob.arff,0.9609077,0.9201728,0.9325222,0.9043033,0.9188221,0.9878341,0.9423939,0.9767299,0.9283437,0.98587,0.8814957,0.8501197
solar-flare.arff,0.4345766,0.35,0.4543851,0.35,0.35,0.3599799,0.4564517,0.6164315,0.35,0.532863,0.3936492,0.35
sonar.arff,0.8610017,0.8099833,0.8638129,0.7282913,0.7830305,0.7612627,0.8225925,0.7999832,0.753266,0.9316666,0.791212,0.758131
space_ga.arff,0.8169965,0.7544314,0.791337,0.830524,0.8160094,0.904343,0.9015626,0.8096541,0.8509588,0.9137376,0.824986,0.7922276
spambase.arff,0.958921,0.7951586,0.9079356,0.9354983,0.9341909,0.9714396,0.961416,0.9365413,0.9579572,0.9873367,0.9144852,0.8910099
SPECT.arff,0.7558522,0.7558712,0.7067424,0.681269,0.7069696,0.7461364,0.7419886,0.7558712,0.7088826,0.7416288,0.6911742,0.695303
SPECTF.arff,0.874518,0.7489094,0.8146787,0.8768718,0.7839282,0.8899077,0.8689333,0.8714289,0.8179915,0.9703437,0.7406837,0.7637607
spectrometer.arff,0.987132,0.5,0.7664893,0.8763201,0.8737457,0.930715,0.8425356,0.9135948,0.5,0.9883141,0.8543086,0.8464362
splice.arff,0.9721916,0.9708333,0.8492001,0.9484831,0.9716687,0.975968,0.8945679,0.9753367,0.5071685,0.9936055,0.9386455,0.9355049
sponge.arff,0.5285714,0.35,0.3000001,0.4,0.2928571,0.5571429,0.5285714,0.4285714,0.3,0.5571429,0.4,0.4
squash-stored.arff,0.8583334,0.8499999,0.7999999,0.6833333,0.7083334,0.6777779,0.8388888,0.8666666,0.4833333,0.8833334,0.7166666,0.7083332
squash-unstored.arff,0.7666666,0.7777778,0.6749999,0.6722222,0.7166666,0.5777779,0.8444445,0.7777778,0.5944445,0.8666667,0.6416666,0.6583333
stock.arff,0.9728543,0.8328172,0.9631591,0.9705502,0.9536469,0.9314702,0.8805083,0.8329059,0.9755148,0.9961408,0.8572809,0.8400016
strikes.arff,0.9423598,0.683575,0.9664315,0.9969661,0.9861001,0.7162331,0.7446376,0.673257,0.9846613,0.9980847,0.6477318,0.6234879
sylva_agnostic.arff,0.9950243,0.9648095,0.9617196,0.9659891,0.9791219,0.9990421,0.9974027,0.9968315,0.989493,0.9988998,0.9876287,0.9887525
sylva_prior.arff,0.9948615,0.967603,0.906567,0.9601758,0.975377,0.9965752,0.9961519,0.996771,0.9859199,0.9985875,0.9745564,0.9831827
tae.arff,0.5987037,0.6057778,0.7195186,0.6441296,0.611963,0.6911481,0.6307407,0.6697778,0.5900556,0.8456666,0.5611111,0.5661111
tecator.arff,0.9733341,0.7384892,0.8932418,0.9220629,0.8975699,0.9788263,0.9878721,0.7377749,0.9046453,0.9715109,0.933931,0.9277772
thyroid_sick.arff,0.9791884,0.5340661,0.8087413,0.9494568,0.9199599,0.9422427,0.9443748,0.9252424,0.969867,0.9973047,0.7616444,0.4998588
tic-tac-toe.arff,0.7984176,0.7469239,0.9999511,0.8983768,0.9733326,0.996928,0.9816272,0.7469239,0.8807134,0.9979249,0.9758466,0.9758466
transplant.arff,1,0.9977778,0.9844444,0.9944444,0.99,1,1,0.9977778,0.9944444,1,1,0.96
triazines.arff,0.7365829,0.5932305,0.7200812,0.8213637,0.7660714,0.7687338,0.7800973,0.7947566,0.6835958,0.8639286,0.7272564,0.7341556
tumors_C.arff,0.5986111,0.51875,0.5458333,0.4833333,0.5,0.6694444,0.4305556,0.575,0.4875,0.5819444,0.6,0.6291667
vehicle.arff,0.9636461,0.8632509,0.9542056,0.9632924,0.9430556,0.9912695,0.9892962,0.8561786,0.9564032,0.998916,0.9283164,0.9007447
vehicle_sensIT.arff,0.8824698,0.8398718,0.7386986,0.8168912,0.879209,0.9145299,0.9127129,0.8397343,0.8969709,0.9193529,0.8531695,0.8518901
veteran.arff,0.7195834,0.6477777,0.6183333,0.6506944,0.5998611,0.7219444,0.6961111,0.7230556,0.6431945,0.7280555,0.6344443,0.6080556
vineyard.arff,0.8638889,0.8611112,0.7333332,0.7999999,0.8416667,0.8500001,0.8277778,0.8777779,0.7666666,0.8833332,0.8416665,0.8416665
vinnie.arff,0.9080437,0.8826562,0.8980675,0.8467543,0.8467543,0.9313417,0.9335622,0.934114,0.8726816,0.9077724,0.8416227,0.8281577
visualizing_environmental.arff,0.7783333,0.7194445,0.59,0.7333334,0.6966667,0.7677779,0.77,0.7227778,0.7466668,0.7147222,0.7316667,0.7166667
visualizing_ethanol.arff,0.535625,0.535,0.44,0.485,0.494375,0.555,0.5725,0.53625,0.48125,0.56625,0.5125,0.5225
visualizing_galaxy.arff,0.9879117,0.9930625,0.9382352,0.9631747,0.94742,0.9965749,0.995803,0.9938251,0.946143,0.9885793,0.96317,0.9196777
visualizing_hamster.arff,0.7281249,0.4875,0.5875001,0.5416667,0.6489583,0.6208334,0.5479166,0.5041666,0.6552083,0.7552082,0.5166667,0.5
visualizing_livestock.arff,0.8668182,0.8966667,0.8630303,0.8057575,0.831818,0.8074242,0.8415151,0.8966667,0.5524242,0.7524243,0.8372725,0.7934846
visualizing_slope.arff,0.95,0.9333333,0.8833333,0.8749999,0.8166666,1,0.9833333,0.9333333,0.8999999,1,0.9583333,0.8083333
vote.arff,0.9906946,0.96524,0.9652694,0.9796364,0.9613708,0.9833772,0.9886774,0.9705873,0.970186,0.9913283,0.9669567,0.9604957
water-treatment.arff,0.9980555,0.8481946,0.5334722,0.9930556,0.98125,0.5775884,0.5575852,0.7291983,0.5,0.6550757,0.514255,0.5245328
waveform-5000.arff,0.9068288,0.8956534,0.7799943,0.7956617,0.8341154,0.9285092,0.9229297,0.9388884,0.8929154,0.9594538,0.8426188,0.853592
webdata_wXa.arff,0.8610562,0.6023502,0.7563866,0.8291419,0.7237331,0.8912082,0.8414699,0.8777162,0.865303,0.8301319,0.7592851,0.742337
white-clover.arff,0.7597223,0.8000001,0.6458333,0.6854167,0.5958333,0.8611111,0.9055556,0.8125001,0.6354166,0.8375,0.7875,0.75
wind.arff,0.9151937,0.8570528,0.8136493,0.8466543,0.8698277,0.9348861,0.9327902,0.8899474,0.9003561,0.9393651,0.8502778,0.8525473
wind_correlations.arff,0.9583333,0.9083333,0.8333333,0.8916666,0.8166666,0.9666666,0.9833333,0.9333333,0.9,0.9708333,0.8833333,0.8833333
wisconsin.arff,0.5063131,0.6313132,0.560303,0.4963131,0.5080305,0.6217172,0.6225253,0.6116163,0.5119192,0.5511111,0.5441919,0.6151515
witmer_census_1980.arff,0.7583332,0.7333334,0.6499999,0.6083332,0.6666666,0.7999999,0.8166666,0.7333333,0.5,0.7666668,0.7499999,0.7666665
yeast_ml8.arff,0.8613078,0.5,0.5312026,0.7763508,0.4995816,0.5755299,0.88692,0.8092,0.5828781,0.7643946,0.526018,0.5
zoo.arff,1,1,1,1,1,1,1,1,1,1,1,1
